	index	year	region	review	sentiment	score
151	151	1999	BURGUNDY - RED	Exceptional quality and quantity. Powerful, charming and well balanced with great concentration and colour - particularly in the Côte de Beaune. The Côte de Nuits was hampered by a little more rain. Tannins and pigments achieved sumptuous ripeness. A vintage to drink young or old.	POSITIVE	0.9998326301574707
152	152	1998	BURGUNDY - RED	Thick skins made for good colours but pretty tough and stolid wines in general.	POSITIVE	0.9978159070014954
153	153	1997	BURGUNDY - RED	Charming, early-drinking wines – most should have been drunk by now.	POSITIVE	0.9957852363586426
154	154	1996	BURGUNDY - RED	Remarkably high acidity has made its presence increasingly felt over the years in bottle. Some wines just too tart for comfort; others may eventually bloom.	NEGATIVE	0.8699429631233215
155	155	1995	BURGUNDY - RED	Reduced crop of initially rather austere wines which took on fat in bottle and can provide delicious drinking now.	POSITIVE	0.9969061613082886
156	156	1994	BURGUNDY - RED	A year to highlight Burgundy's infamy for variability as too many let yields balloon after the rains.	NEGATIVE	0.9770368933677673
157	157	1993	BURGUNDY - RED	Underrated. Better than average: healthy grapes and well-coloured, fruity wines that have lasted and developed well.	POSITIVE	0.9998682737350464
158	158	1992	BURGUNDY - RED	Rain at the wrong time again. Soft, tender wines to drink young.	POSITIVE	0.9989772439002991
159	159	1991	BURGUNDY - RED	Grapes had ripened before it rained and some wines from the Côtes de Nuits are excellent. Not to be overlooked.	POSITIVE	0.999767005443573
160	160	1990	BURGUNDY - RED	A great success: rich and fragrant. The top vineyards made majestic wines but some lesser wines lacked lusciousness.	POSITIVE	0.99905925989151
161	161	1989	BURGUNDY - RED	Nearly up to 1990, if not as intense. Some real charmers.	POSITIVE	0.9997931718826294
162	162	1988	BURGUNDY - RED	Tough and unusually backward, most are densely concentrated and the best repaid 20 years’ wait.	NEGATIVE	0.9894025921821594
163	163	1987	BURGUNDY - RED	Natural ripeness was a problem so many overchaptalised.	NEGATIVE	0.8379017114639282
164	164	1986	BURGUNDY - RED	A very tricky year of rain and rot. Careful growers avoided the dilution but not a year to seek out.	NEGATIVE	0.7163737416267395
165	165	1985	BURGUNDY - RED	A problem-free year: delicious and fragrant young, but most should have been drunk.	POSITIVE	0.6245517134666443
166	166	1984	BURGUNDY - RED	Poor weather and unripe grapes. One to avoid.	NEGATIVE	0.9996970891952515
167	167	1983	BURGUNDY - RED	A torrid summer and very mixed bag. A handful are brilliant but most are tainted by rot.	NEGATIVE	0.9990479350090027
168	168	1982	BURGUNDY - RED	Large yields of soft, pleasant wines best drunk young.	POSITIVE	0.9997106790542603
169	169	1980	BURGUNDY - RED	Underestimated at first: balanced and scented, though most are past it now.	POSITIVE	0.5994647741317749
170	170	1978	BURGUNDY - RED	A late but uniformly good crop. Top growers made breathtaking wines. Now very rare.	POSITIVE	0.9998506307601929
171	171	2016	CHAMPAGNE	As happened widely across France, frost and hail conspired to lower the yields in the Champagne region in 2016. Quality is generally above average, with Pinot Noir preferred to Chardonnay. The vintage is likely to be declared for several luxury cuvées, including Cristal and Comtes de Champagne.	POSITIVE	0.6790909767150879
172	172	2015	CHAMPAGNE	Very little disease pressure, thanks to dry, sunny conditions over the summer months – the driest on record. Rain arrived in the final week of harvest, but most grapes had already been gathered. The berries tended to be small but with good uniform ripeness, and potential alcohol levels were relatively high at harvest. Richness should characterise the vintage, and Pinot Noir did particularly well. Some excellent vintage champagne should be produced.	POSITIVE	0.9994711875915527
173	173	2014	CHAMPAGNE	Initial reports suggest that a warm, dry September saved the crop from a damper, cooler August. The resulting fruit has good levels of potential alcohol, indicating ample ripeness.	POSITIVE	0.9990683794021606
174	174	2013	CHAMPAGNE	Pales in comparison to the stellar 2012, with a cool spring leading to uneven ripening and one of the latest harvests in 20 years. Summer hail caused widespread damage in the summer months but overall the champenois fared better than many of their compatriots. Likely a vintage year.	POSITIVE	0.827454149723053
175	175	2012	CHAMPAGNE	An exceptional vintage in Champagne. Despite low yields thanks to frost, hail and disease early in the season, August saw conditions improve dramatically resulting in exemplary maturity, acidity and grape health at harvest.	POSITIVE	0.9997572302818298
176	176	2011	CHAMPAGNE	Notable for its erratic growing season, which started warm and dry but then became cooler and wetter in June and July. Conditions improved briefly in August but the (early) harvest was problematic.	NEGATIVE	0.9935837388038635
177	177	2010	CHAMPAGNE	A taxing year with dry conditions retarding grape development early in the season. When rain arrived in August it was torrential, causing widespread disease pressure. The return of dry conditions in September helped some producers over the line, but sorting in the vineyard and winery was crucial.	NEGATIVE	0.5150976777076721
178	178	2009	CHAMPAGNE	After early complications a superb summer produced a clean crop of high quality, with particularly good Pinot Noir from the Montagne de Reims. Wines are plump and approachable.	POSITIVE	0.9998278617858887
179	179	2008	CHAMPAGNE	Initially a difficult, damp year with widespread mildew; drier conditions in August and a fine, warm September proved many producers’ saving grace. Classically styled wines with fresh acidity balanced by sound ripeness achieved late in the season.	POSITIVE	0.999774158000946
180	180	2007	CHAMPAGNE	An unusually warm spring led to early flowering and optimism which soon gave way to disappointment with one of the murkiest summers on record. Conditions improved towards September allowing a fair crop, with Chardonnay outperforming the Pinots. Above average acidities.	POSITIVE	0.9712460041046143
181	181	2006	CHAMPAGNE	An exceptionally hot and sunny June and July with grapes in fine fettle but a dank August left producers fearful of underripeness. Fortunately, warm, bright conditions in September redressed the balance. Wines are supple and expressive.	POSITIVE	0.9979859590530396
182	182	2005	CHAMPAGNE	Variable conditions throughout the year resulted in a lackluster vintage, though favourable weather in the run-up to harvest meant that ripeness was assured. Acidities on the low side.	NEGATIVE	0.6601333022117615
183	183	2004	CHAMPAGNE	Unusually, quality and quantity were both hallmarks of 2004. Structured, well-balanced wines which have exceeded expectation.	POSITIVE	0.9996717572212219
184	184	2003	CHAMPAGNE	Spring frosts followed by one of the hottest summers on record led to small volumes and typically very ripe wines of middling quality. Some fine Pinot Noir dominant blends.	POSITIVE	0.9994399547576904
185	185	2002	CHAMPAGNE	A magnificent vintage for champagne with near-perfect growing conditions, capped by fine dry weather at harvest. Ageworthy wines with plush fruit held in check by keen acidity.	POSITIVE	0.9995546936988831
186	186	2001	CHAMPAGNE	A generally poor vintage characterised by rot and underripeness thanks to a wet and gloomy September.	NEGATIVE	0.9997665882110596
187	187	2000	CHAMPAGNE	Hail, rainstorms, unseasonable cold and mildew made for a testing growing season, but fine conditions in August and September redeemed the vintage. High quality wines for short-term drinking.	POSITIVE	0.9996864795684814
188	188	2016	LOIRE VALLEY	Once again, frost caused significant crop loss in the Loire Valley, especially in Muscadet. Quality and concentration is good, with Chenin Blanc being particularly noteworthy in 2016 while Sancerre is thought to be the best of the Sauvignon Blanc appellations. Cabernet Franc is 'delicious, ripe and fruity' according to Loire courtier Chris Hardy.	POSITIVE	0.9998252391815186
189	189	2015	LOIRE VALLEY	Very promising across the region, with the same warm, dry summer that many other French regions enjoyed. In Muscadet, some rain towards the end of harvest resulted in a little rot, but nothing too concerning. Touraine saw very low yields but excellent quality, as did Sancerre and Pouilly-Fumé. Pinot Noir reached full ripeness, and very promising quality, for all those growers prepared to wait. Chenin Blanc also fared well, with the potential to make good wine at all sweetness levels.	POSITIVE	0.9997153878211975
190	190	2014	LOIRE VALLEY	Lots of top quality wine was produced from the Loire in 2014. Cabernet Franc is garnering particular praise, but there are some excellent whites made from the Muscadet grape Melon de Bourgogne, Sauvignon Blanc and Chenin Blanc (from dry to sweet) too. The only bad news was that, once again, yields were lower than the long-term average.	NEGATIVE	0.9499313235282898
191	191	2013	LOIRE VALLEY	An annus horribilis for the producers of Vouvray and Montlouis whose crops were almost entirely wiped out by a June hailstorm. Elsewhere a sound vintage with good acidity, though the cool spring and mild conditions in August and September meant many reds struggled to achieve full ripeness.	POSITIVE	0.9800536036491394
192	192	2012	LOIRE VALLEY	Despite a challenging growing season, 2012 was the year that Muscadet really shone, producing some of the best examples ever. Yields were around half the average, however. Sancerre and Pouilly-Fumé fared better for whites and reds, with good, uniform ripeness, no rot, and yield in line with the norm. Delayed flowering early in the season proved tricky for Cabernet Franc, because autumnal rains made for diluted fruit as growers waited for ripeness. There were very few botrytised Chenins made in Anjou, Vouvray and Montlouis, but dry wines are promising in a lighter style.	POSITIVE	0.9994043707847595
193	193	2011	LOIRE VALLEY	Pretty rotten. Muscadet and Touraine were both blighted with fungal disease. Cabernet Franc only flourished in the best sites and with suitable selection. Chenin Blanc had a much better year, with Anjou and Coteaux du Layon being particularly impressive.	POSITIVE	0.9409195780754089
194	194	2010	LOIRE VALLEY	Good ripeness and concentration for Muscadet. Delightful Sauvignons too with good concentration and freshness. Late September rain created a bit of rot for the Cabernet Franc, with only the bravest growers waiting for full ripeness to occur – which it did, thanks to two lucky weeks of late sunshine. Chenins fared better in Cotreux du Layon than Vouvray, with the full range of sweetness being made.	POSITIVE	0.9990051984786987
195	195	2009	LOIRE VALLEY	A great vintage. Healthy fruit in Muscadet produced superb quality, especially from those growers prepared to keep yields under control. Touraine Sauvignon Blanc performed similarly well, with full phenolic ripeness and very little chaptalisation requirement, if any. Yields were slightly reduced in Sancerre and Pouilly-Fumé, and some July hail decimated much of Quincy, Reuilly and Coteaux du Giennois - but what was produced is excellent. Cabernet Franc enjoyed a late, dry harvest to make fully ripe reds, and Chenin was also very promising, although there botrytis was scarce.	POSITIVE	0.9997346997261047
196	196	2008	LOIRE VALLEY	A bad start to the growing year – cold and wet in early summer – with a dry but still cool July and August. Frost in Muscadet devastated yields, making for a very hard year for all growers. Sauvignon across the Loire experienced lower yields too, but displays good varietal typicality.	POSITIVE	0.9749401807785034
197	197	2007	LOIRE VALLEY	Early flowering then a cool, wet summer led to a very uneven vintage, although a dry, warm September helped rescue quality. Even so, rot was a problem and required meticulous selection to avoid. Despite that, results were surprisingly good, with dry whites from all varieties performing especially well.	POSITIVE	0.9988263249397278
198	198	2006	LOIRE VALLEY	Very difficult: a July heatwave was followed by cold, wet weather for the rest of the season. Not a write-off, but certainly not a good year.	NEGATIVE	0.9992961287498474
199	199	2005	LOIRE VALLEY	Hot, dry and very good quality. A certain degree of drought meant reduced yields, but cool nights retained freshness, and an early vintage led to fine, healthy grapes at harvest. Especially good in Savennières.	POSITIVE	0.9998335838317871
200	200	2004	LOIRE VALLEY	High yields, with good uniform ripeness and good concentration. Nothing to get unduly excited about, but reliable and classic.	POSITIVE	0.999846875667572
201	201	2003	LOIRE VALLEY	A famously atypical vintage across Europe, which resulted in a great harvest in the Loire. Muscadet is rich and full, but with good natural balance. Cabernet Franc reached full ripeness with ease, giving particularly expressive fruit character. Chenin Blanc was similarly generous, although there was less botrytis than normal. Perhaps the only casualty was Sauvignon Blanc, which was routinely reaching 14% alcohol, resulting in overripe wines without their usual delicacy.	POSITIVE	0.9988659620285034
202	202	2002	LOIRE VALLEY	A successful if somewhat cool year, characterised by classic balance and structure for all varieties. The opposite in style to the opulent	POSITIVE	0.9996591210365295
203	203	2001	LOIRE VALLEY	Good for Muscadet, but bad for Sancerre and Pouilly-Fumé where late rain caused rot. Anjou enjoyed fine, late summer warmth allowing the production of particularly good sweet wines.	POSITIVE	0.9998394250869751
204	204	2000	LOIRE VALLEY	Despite a wet July, quality turned out very well for dry whites and reds. Yields were marginally below average, and there was insufficient ripeness to create any moelleux styles.	NEGATIVE	0.6954814791679382
205	205	2016	SOUTHERN RHÔNE	According to Michel Chapoutier, 2016 could be better than 1990 in the southern Rhône – praise indeed. Warm conditions throughout the year along with reduced yields has resulted in wines of great concentration – in colour, tannin and flavour. Certainly one of the great vintages, for reds anyway.	POSITIVE	0.9993570446968079
206	206	2015	SOUTHERN RHÔNE	Grenache suffered from coulure at flowering, meaning lower yields but the quality is extremely promising. Alcohol levels are likely to be higher than in the two previous vintages.	POSITIVE	0.9994084239006042
207	207	2014	SOUTHERN RHÔNE	A relatively light vintage in terms of alcohol and phenolics, even if not in terms of quantity. A mild winter and wet early spring built up water reserves. The growing season started unusually early but a cool, wet summer put on the brakes so in the end the harvest was one of the latest ever and some red wine grapes struggled to reach full ripeness. Sorting was essential.	NEGATIVE	0.9533625841140747
208	208	2013	SOUTHERN RHÔNE	Coulure was this year’s bugbear for the vignerons of the Southern Rhône, drastically reducing the Grenache crop: 2013 Côtes du Rhône may well be in short supply. As is often the case where low yields are matched by careful selection, overall quality is good.	POSITIVE	0.9993656277656555
209	209	2012	SOUTHERN RHÔNE	Much more successful than 2011. It was a low-acid year in both the northern and southern Rhône. Alcohols are roughly average, but volumes are down by up to 15% on 2011. Clement weather late in the season made for relaxed harvesting however, and vignerons are optimistic about the results which seem to combine ripeness with some freshness.	POSITIVE	0.9979468584060669
210	210	2011	SOUTHERN RHÔNE	Reasonably good quality and good yields, but won't be as brilliant as the preceding two vintages. Often drying tannins.	POSITIVE	0.9859047532081604
211	211	2010	SOUTHERN RHÔNE	A very successful vintage, with precision and freshness allowing great expression of terroir. Equally outstanding for whites and reds. Excellent.	POSITIVE	0.9998838305473328
212	212	2009	SOUTHERN RHÔNE	Hot and dry throughout August, but decent levels of rainfall too, and plenty of wind to keep the vines healthy. Very satisfactory quality fruit at harvest. Impressive. Sometimes over-alcoholic.	POSITIVE	0.9996523261070251
213	213	2008	SOUTHERN RHÔNE	Quite gutless reds, thanks to the rain, although whites are worth a look.	NEGATIVE	0.9475875496864319
214	214	2007	SOUTHERN RHÔNE	Very wet spring but the region had a much drier summer than most of the rest of France. Wines and tannins are very ripe.	POSITIVE	0.9996787309646606
215	215	2006	SOUTHERN RHÔNE	Some very lusciously fruited wines that may not last as long as the 2005s but should provide much drinking pleasure in the medium term.	POSITIVE	0.9986422657966614
216	216	2005	SOUTHERN RHÔNE	Great concentration and potential coinciding with increasing consistency of winemaking quality.	POSITIVE	0.9997217059135437
217	217	2004	SOUTHERN RHÔNE	A little sterner than the 2006s but similar in style.	POSITIVE	0.9762783050537109
218	218	2003	SOUTHERN RHÔNE	Excessive heat had fewer ill effects in this hot region than in the (usually) more temperate climes of Bordeaux and Burgundy. But the wines tend to be low in tannin and high in acid and only the best have the balance to last.	NEGATIVE	0.9853692054748535
219	219	2002	SOUTHERN RHÔNE	So wet that there was flood damage just before harvest. Much downgrading of fruit into humbler bottlings than usual.	NEGATIVE	0.9989725947380066
220	220	2001	SOUTHERN RHÔNE	Lauded vintage, the result of a very hot, dry summer. An unusually prolonged _mistral_ at the end of August resulted in thick-skinned berries and accentuated tannins. Later harvesting resulted in better balanced wines - especially in higher-yielding vineyards - but acid levels are dangerously low in some cases. There should be some very long-lived top wines however.	POSITIVE	0.974432110786438
221	221	2000	SOUTHERN RHÔNE	Conditions were excellent until quite heavy rains arrived on 19 September. The results, especially from those who picked early and fast, are plump, approachable wines capable of giving great pleasure even if they will not be the longest-lasting.	POSITIVE	0.9997345805168152
222	222	1999	SOUTHERN RHÔNE	Rather more challenging vintage than 2000 for growers and wines with less obvious richness than 1998 for wine drinkers. Heavy rains plagued the harvest and quality is distinctly variable.	POSITIVE	0.8271530866622925
223	223	1998	SOUTHERN RHÔNE	Much garlanded vintage that struggled to live up to its reputation during its teenage years.	NEGATIVE	0.9816007018089294
224	224	1997	SOUTHERN RHÔNE	Rather muddy flavours from well ripened grapes.	NEGATIVE	0.9771124720573425
225	225	1996	SOUTHERN RHÔNE	Coolish, damp summer produced lighter-than-usual wines.	POSITIVE	0.9992660880088806
226	226	1995	SOUTHERN RHÔNE	Very good colour and really ripe, concentrated reds. Some producers claim it is better than 1990.	POSITIVE	0.9997612237930298
227	227	1994	SOUTHERN RHÔNE	Early harvesters were luckier, most picked in rain, so only average quality.	NEGATIVE	0.9883246421813965
228	228	1993	SOUTHERN RHÔNE	An unwelcome repeat of 1992's weather: diluted, easy-drinking wines.	NEGATIVE	0.9967139363288879
229	229	1992	SOUTHERN RHÔNE	Torrential harvest rains drowned the vineyards and the results are pretty dilute.	NEGATIVE	0.9995827078819275
230	230	1991	SOUTHERN RHÔNE	The Grenache failed at flowering and harvest time was uninspiring. Best forgotten.	NEGATIVE	0.9997298121452332
231	231	1990	SOUTHERN RHÔNE	Exceptionally sumptous, powerful and heady wines with fairly low acidity. Only the finest survive.	POSITIVE	0.998403012752533
232	232	1989	SOUTHERN RHÔNE	Fabulously concentrated with perhaps more backbone than 1990.	POSITIVE	0.9991333484649658
233	233	1988	SOUTHERN RHÔNE	Good in all areas: full bodied and with firm tannins, often termed 'classic'.	POSITIVE	0.9998451471328735
234	234	1987	SOUTHERN RHÔNE	Pretty poor generally, cool and wet weather with thin wines the result.	NEGATIVE	0.9995744228363037
235	235	1986	SOUTHERN RHÔNE	Mostly picked before the rains, these were firm and tannic in their youth.	POSITIVE	0.9961308836936951
236	236	1985	SOUTHERN RHÔNE	Charming and ripe, even opulent, and now quite soft.	POSITIVE	0.9998633861541748
237	237	2016	BORDEAUX - RED	The quality of red Bordeaux in 2016 was universally lauded – although the response to the en primeur campaign was muted. Quantity was high too, with the equivalent of 770 million bottles of wine produced. An exceptionally dry summer with cool nights eventually, thanks to mid September rain, resulted in small, thick-skinned, ripe grapes, and the wines are marked by high tannin and acidity, with superb aromatic fragrance.	POSITIVE	0.999674916267395
238	238	2015	BORDEAUX - RED	Will this vintage adhere to Jancis’ rule of five, whereby any vintage divisible by five is of good quality? It seems so, with particularly healthy, uniform fruit at harvest. A generous flowering and hot, dry early summer was followed by a slighty cooler, damper August. Harvest was generally earlier than in 2014. Optimists are already calling it the best vintage since 2010 with early reports favouring the right bank.	POSITIVE	0.9995565414428711
239	239	2014	BORDEAUX - RED	Exceptionally cool, damp July and August but the vintage was saved by an unusually dry, warm September and October that (just about) ripened the grapes though autumn concentration has resulted in relatively high-acid wines. Reds have fragrance, medium body and supple tannins but are not for long term cellaring.	POSITIVE	0.9817661046981812
240	240	2013	BORDEAUX - RED	A universally poor vintage, beset by uneven ripening and dilution. Rot forced relatively early picking. Even at their best, the wines are pretty light – though perhaps a benefit of this is lower alcohol levels, as compared with some of the 15% bruisers of recent years. The best of a bad lot can be found in Pomerol, St-Julien and St-Estèphe.	NEGATIVE	0.9410597681999207
241	241	2012	BORDEAUX - RED	Tricky across many European wine regions, and none more so than Bordeaux. Generally speaking, it was a wet, late year with a hot mid-summer. Bad weather in October compromised quality at the crucial moment, meaning that the earlier-ripening Merlot-based reds were less adversely affected. Making good Cabernet-based wine was achievable, but only by those who had the resources for micro-management in the vineyard. Top properties made small quantities of outstanding wines but most have a lack of depth and persistence.	NEGATIVE	0.9885944724082947
242	242	2011	BORDEAUX - RED	Generalisations are difficult in this variable year, but there is agreement that quality is back down to earth after the excitement of 2009 and 2010, with lower alcohol and generally higher tannins too. A forgettable year.	NEGATIVE	0.9865527153015137
243	243	2010	BORDEAUX - RED	Another stellar vintage, with higher tannin and more freshness than 2009 but comparable intensity. More appealing to classical palates.	POSITIVE	0.9997739195823669
244	244	2009	BORDEAUX - RED	'Vintage of the decade/century'? This growing season seemed to have it all. A long, fine, warm summer but, crucially, with refreshing nights to help retain acidity. Dramatically ripe, voluptuous wines, especially on the left bank.	POSITIVE	0.9996578097343445
245	245	2008	BORDEAUX - RED	Another ungenerous summer saved by some better weather at the end of the season. Yet again, those properties at the top of the tree managed to field enough good fruit to salvage some pretty impressive grand vin but life was increasingly tough lower down the food chain.	NEGATIVE	0.9946365356445312
246	246	2007	BORDEAUX - RED	An extremely difficult year for growers, with rampant mildew, not enough sun, too much rain until September. Thanks to an arsenal of modern techniques, not least rigorous selection, those who could afford it managed to make attractive wines for relatively early drinking but high prices left the primeur market as flat as a pancake.	NEGATIVE	0.9975366592407227
247	247	2006	BORDEAUX - RED	This stop-start vintage suffered inevitably by comparison with 2005, although it produced some well-made wines which looked even better in comparison with the 2007s. Drought and high temperatures were the dominant characteristics until the end of July but August was unusually cool and wet and harvest was interrupted by rain. Pauillac and Pomerol seemed to perform best in a year that can taste pretty crisp.	NEGATIVE	0.9299901127815247
248	248	2005	BORDEAUX - RED	Textbook perfection during the growing season in all respects other than price. Best kept for many a year. Quite marked tannins are too marked in some wines, notably the more modernistic St-Émilions, in which the then-prevailing fashion for extraction was taken to the limit.	POSITIVE	0.7803164720535278
249	249	2004	BORDEAUX - RED	The last affordable vintage? Large, late crop needed meticulous summer supervision. Grapes were often picked in the rain but healthy at the top end. Not massive but the best really are that rare breed, classic claret. Best on the left bank where sappy tannins suggest they might be ready to enjoy from 2010.	POSITIVE	0.9904187321662903
250	250	2003	BORDEAUX - RED	Exceptional heatwave resulted in many raisined grapes and uncomfortably dry tannins. A handful of stunning wines for the long term but most are probably best drunk while the bloom of youth can distract from that dryness.	NEGATIVE	0.6906928420066833
251	251	2002	BORDEAUX - RED	Smallish crop dogged by an uneven flowering and a grey, humid summer which meant uneven ripeness in far-from-uniformly healthy grapes. Growers concentrated on the rescue effect of pretty fine weather from 9 September. The wines are correct and, in a 21st-century context, are not expensive, but they may not last all that long.	NEGATIVE	0.8814252614974976
252	252	2001	BORDEAUX - RED	Extremely varied, large crop which depended on crop-thinning and extremely careful selection to produce exceptional wines. Hot August was followed by dangerously wet September, which sometimes resulted in dilute Merlots and tart Cabernets. Some good value to be found here, and with time the 2001s showed better and better - especially on the right bank where it can be superior to 2000.	POSITIVE	0.9915589690208435
253	253	2000	BORDEAUX - RED	Nature's benevolence coincided with the commercial imperative to have a good vintage in this numerically exceptional year. Great consistency and balance. The petits châteaux represented some of Bordeaux’s best value for many years though most are ready to drink or even starting to decline. The best wines should last well into their second or even third decades.	POSITIVE	0.9996687173843384
254	254	1999	BORDEAUX - RED	Good potential created almost exclusively by three weeks of sunshine from late August was diluted by rain at harvest time. Hail also devastated some St-Émilion vineyards in early September. A cool, humid start to the growing season led to excessive vegetation initially. Fairly early maturing wines with better potential on the left bank.	NEGATIVE	0.9431099891662598
255	255	1998	BORDEAUX - RED	Very good on the right bank but a less starry performance in the Médoc, whose 1998s are a bit stolid, means that these wines, and their equally successful counterparts in Graves have tended to be overlooked.	NEGATIVE	0.8096712231636047
256	256	1997	BORDEAUX - RED	Far from dramatic and early developers, these wines were ludicrously overpriced initially but provided some easy drinking in the early years of this century. Few show any possibility of improvement.	NEGATIVE	0.9722697138786316
257	257	1996	BORDEAUX - RED	Some very fine, potentially long lived wines, especially in the Médoc, although robust tannin levels recall 1986s in many cases.	POSITIVE	0.9977223873138428
258	258	1995	BORDEAUX - RED	Hot, dry summer resulted in early harvest of healthy Merlot grapes. Relatively tannic Cabernet Sauvignon was picked after a week of mid-September rain. Generous crop levels, best in Pomerol and Pauillac.	POSITIVE	0.9994897842407227
259	259	1994	BORDEAUX - RED	The best year since 1990 (which is not saying that much). Nicely ripe but September rains were a problem again for less conscientious producers.	POSITIVE	0.9967477321624756
260	260	1993	BORDEAUX - RED	Another wet harvest. Picked earlier, the right bank a better bet than the left.	NEGATIVE	0.9978569746017456
261	261	1992	BORDEAUX - RED	Light, fruity, simple wines that needed drinking early.	POSITIVE	0.999701201915741
262	262	1991	BORDEAUX - RED	The start of Bordeaux's run of bad luck. Spring frosts decimated the right bank, but the top Médocs are not bad.	POSITIVE	0.9975840449333191
263	263	1990	BORDEAUX - RED	Second scorching year in a row. Very ripe, alluring wines at all levels, many outstanding. The vintage character of velvety texture and luscious, almost overripe fruit is one of the easiest to spot and tends to impose itself over any geographical characteristics.	POSITIVE	0.9968037605285645
264	264	1989	BORDEAUX - RED	Seemed an unusually hot summer at the time, producing a huge crop of rich, opulent, expensive wines, drinking astonishingly well young. Some very good right bank wines indeed. And an exceptional year for Haut-Brion.	POSITIVE	0.9997782707214355
265	265	1988	BORDEAUX - RED	Overshadowed by 1989 and 1990. 'Classic' style ie firm and initially a bit austere. Chunky and chewy.	NEGATIVE	0.9968993663787842
266	266	1987	BORDEAUX - RED	Simple, fruity and pleasant but unexciting. Early maturing.	POSITIVE	0.9997666478157043
267	267	1986	BORDEAUX - RED	Dense, brooding and viciously tannic at first. Some may impress in the end but have required enormous patience.	NEGATIVE	0.9819429516792297
268	268	1985	BORDEAUX - RED	Uniformly lovely, fragrant wines especially but not exclusively from the right bank. They drank well for years but most are losing fruit or showing slight herbaceousness now.	NEGATIVE	0.8337414264678955
269	269	1983	BORDEAUX - RED	Good but less concentrated and opulent than 1982. Their lesser amount of stuffing meant that most have peaked although it was a banner year for Margaux for once.	POSITIVE	0.5833286643028259
270	270	1982	BORDEAUX - RED	Legendary year, the first of the modern era. Horribly expensive but very concentrated and so delicious. The best are still going very strong.	POSITIVE	0.9998877644538879
271	271	1981	BORDEAUX - RED	Patchy quality, with a lack of guts but attractive balance. Most are well over the hill.	POSITIVE	0.9964606165885925
272	272	1979	BORDEAUX - RED	Graceful, suave and well-balanced for a time but they should have been drunk in the 20th century.	POSITIVE	0.969074010848999
273	273	1978	BORDEAUX - RED	A perfect autumn saved the crop. The big left bank names are strongest.	POSITIVE	0.9998123049736023
274	274	1975	BORDEAUX - RED	Frequently overwhelmed by dry tannins. A few Pomerols and Pauillacs are huge and magnificent.	POSITIVE	0.9997228384017944
275	275	1970	BORDEAUX - RED	These firm, sturdy wines, very much of their era, have lasted well but are generally pretty short on flesh.	NEGATIVE	0.994897723197937
276	276	2016	BORDEAUX - WHITE	Unlike its red counterparts, dry Bordeaux white was rarely thrilling in 2016. Stylistically, they tend to be slightly lower in alcohol and acidity than the 2015s, with less expressive flavours. By no means a bad vintage for whites, but most certainly better for reds.	NEGATIVE	0.9968335032463074
277	277	2015	BORDEAUX - WHITE	Rain in August cased more problems for the thin-skinned Sémillon than Sauvignon Blanc. This is likely to be reflected in the final blends.	NEGATIVE	0.9277657866477966
278	278	2014	BORDEAUX - WHITE	Searing acidity is the hallmark of many of these wines, some of which are exceptionally pleasing. Plenty of others, however, are relatively new creations and remain works in progress.	POSITIVE	0.9998296499252319
279	279	2013	BORDEAUX - WHITE	As with the reds in 2013, there is a lightness to Bordeaux’s Sémillon/Sauvignon Blanc blends – though this is not an entirely bad thing.	POSITIVE	0.998949408531189
280	280	2012	BORDEAUX - WHITE	Far better for dry whites than their sweet siblings – in fact, they are one of the notable successes of the vintage. Pessac-Léognan and Graves are both good, with more ‘liveliness’ than the average vintage.	POSITIVE	0.9998642206192017
281	281	2011	BORDEAUX - WHITE	Some real energy and excitement in dry whites.	POSITIVE	0.9987635016441345
282	282	2010	BORDEAUX - WHITE	Tremendous quality, combining the best weight of the 2009s with the lively freshness of the 2008s.	POSITIVE	0.9998723268508911
283	283	2009	BORDEAUX - WHITE	Warm conditions led to full and fleshy whites with high alcohol but sufficiently balanced acidity, in most cases. Yields for Sauvignon Blanc were a bit lower than for Sémillon, compounded by severe hail in Entre-Deux-Mers and Graves, leading to some supply shortages.	NEGATIVE	0.8121512532234192
284	284	2008	BORDEAUX - WHITE	A cool growing season with late autumn sunshine gave well balanced whites to Bordeaux in 2008, with pure aromatic qualities and a steely austerity. Volume was affected by some hail and frost.	POSITIVE	0.9997149109840393
285	285	2007	BORDEAUX - WHITE	The season’s low temperatures benefited these dry whites, as in 2006. With white winemaking improving each year, dry whites were Bordeaux’s real triumph in 2007.	POSITIVE	0.9997014403343201
286	286	2006	BORDEAUX - WHITE	The cool August preserved acid levels and fruit in these wines, which deserve serious attention.	POSITIVE	0.9983423948287964
287	287	2005	BORDEAUX - WHITE	Very concentrated successful wines in general. Some run slightly to fat.	NEGATIVE	0.942030131816864
288	288	2004	BORDEAUX - WHITE	A long growing season and cool September nights, along with increasing white winemaking skill, produced a good tally of wines with impressive acid levels – a relief after 2003.	POSITIVE	0.9998120069503784
289	289	2003	BORDEAUX - WHITE	Acid levels were dangerously low in the heatwave. For very early drinking except for the very finest.	NEGATIVE	0.9695304036140442
290	290	2002	BORDEAUX - WHITE	Small crop of concentrated, fragrant wines.	POSITIVE	0.9993032813072205
291	291	2001	BORDEAUX - WHITE	The low temperatures of September helped maintain freshness and produced well-etched, fruity flavours with good acidity.	POSITIVE	0.9998528957366943
